id_alumno,nombre,apellido,sexo,fecha_nacimiento,perfil_academico,especialidad,email,telefono,id_facebook,id_crea
450,Silvia,Orosco,F,1998-02-01,licenciatura,docente,claudio.tamayo@gmail.com,908-625-924,25195879330118,4478753700
451,Eloisa,Escalante,M,1998-09-28,licenciatura,docente,isabela.lucio@hotmail.com,959.618.170,27286401674214,5934368129
452,Rocio,Alcántar,M,1991-08-28,licenciatura,docente,sergio.longoria@gmail.com,997 632 511,87789397760496,2690598290
453,Diego,Vallejo,M,1982-09-28,licenciatura,docente,josé luis.ayala@yahoo.com,926-885-867,47545655795217,9295540970
454,Leticia,Leiva,F,1998-05-08,licenciatura,docente,maría soledad.de anda@gmail.com,995-083-148,31506200566311,5169821897
455,Ramón,Moreno,F,1990-11-05,licenciatura,docente,juana.barrera@hotmail.com,987.991.452,68092650070388,2257584504
456,Anita,Hinojosa,F,1982-08-09,licenciatura,docente,micaela.tovar@gmail.com,910.353.229,85861914263040,4723865009
457,Lorena,Saiz,F,1986-10-11,licenciatura,docente,rubén.montez@gmail.com,950.616.549,92681793750332,5813293911
458,Alberto,Soria,M,1999-06-01,licenciatura,docente,berta.olmos@yahoo.com,965-410-223,83819503698279,5886570022
459,Claudia,Arriaga,F,1982-11-23,licenciatura,docente,rubén.abreu@hotmail.com,915.723.032,22349678853729,8927908334
460,Carla,Correa,M,1984-07-06,licenciatura,docente,armando.ceja@hotmail.com,908 152 956,23879701572562,1278608561
461,Norma,Prieto,M,1990-01-12,licenciatura,docente,josé maría.galarza@gmail.com,983 571 756,83114110521749,4573907606
462,Guillermina,Farías,M,1998-08-07,licenciatura,docente,antonio.espinal@gmail.com,976.215.988,69786116023195,8277204737
463,Marilu,Villanueva,M,1989-01-21,licenciatura,docente,virginia.elizondo@gmail.com,927104121,74166320680341,3142986533
464,Martín,Vázquez,M,1996-07-14,licenciatura,docente,óscar.bahena@gmail.com,904-234-459,55877848549823,7842659978
465,Daniel,Hernández,F,1999-01-24,licenciatura,docente,conchita.gonzales@hotmail.com,982.390.362,40377744523237,1869625732
466,María Luisa,Delgadillo,M,1984-12-02,licenciatura,docente,leticia.aragón@hotmail.com,997070623,95040932252640,2970699116
467,Emilia,Linares,M,1997-11-28,licenciatura,docente,alberto.nazario@gmail.com,952-253-399,47816285500986,2263056350
468,Bernardo,Valdés,F,1999-04-15,licenciatura,docente,luis.sánchez@gmail.com,936.386.616,94484027728307,3327634713
469,Gilberto,Amador,F,1994-02-16,licenciatura,docente,mónica.quezada@gmail.com,925-335-907,59106496989469,2318338353
470,Rosalia,Gutiérrez,M,1991-01-14,licenciatura,docente,josé.véliz@hotmail.com,945-595-461,10061409930307,1958277961
471,Cristina,Chapa,F,1980-05-16,licenciatura,docente,lucas.vaca@gmail.com,918 006 736,60478505552020,4801624138
472,Carlos,Arroyo,M,1989-06-19,licenciatura,docente,benito.carrasco@yahoo.com,980-534-908,71779469179058,5249973060
473,Adela,Feliciano,M,1990-02-24,licenciatura,docente,micaela.iglesias@yahoo.com,903-405-233,55614755340745,9911574896
474,Ángela,Barrera,F,1980-08-09,licenciatura,docente,mariano.segura@hotmail.com,953 817 668,67094685904223,4222187659
475,Olivia,Abrego,M,1985-03-09,licenciatura,docente,jorge luis.miranda@gmail.com,995534381,70377016468754,2938017604
476,Concepción,Valadez,F,1989-01-24,licenciatura,docente,elvira.cano@yahoo.com,966 336 442,72465167275930,1835642719
477,Susana,Mesa,F,1982-01-01,licenciatura,docente,pedro.casillas@hotmail.com,954.917.105,40813019465154,1228440492
478,Alfonso,Barragán,M,1993-08-09,licenciatura,docente,diego.ibarra@gmail.com,936372441,36354145229128,9436436671
479,Francisco,Arellano,M,1985-10-31,licenciatura,docente,sonia.cardona@hotmail.com,990 579 387,36677218513317,4670009278
480,César,Padilla,M,1988-09-09,licenciatura,docente,victoria.casas@yahoo.com,984-245-725,65454505158955,4394074831
481,David,Menéndez,M,1997-12-18,licenciatura,docente,guillermina.moreno@hotmail.com,977534527,52309353948195,5336681981
482,Jorge,Ureña,F,1983-04-15,licenciatura,docente,daniel.rubio@hotmail.com,984243929,63315225241000,4270053835
483,Marilu,Delapaz,M,1997-07-12,licenciatura,docente,hernán.arias@yahoo.com,933-273-686,71327397974352,2312163960
484,Blanca,Rivero,F,1989-01-28,licenciatura,docente,manuel.ordóñez@gmail.com,903823405,94492382400836,5565044973
485,Alfonso,Bueno,F,1989-09-01,licenciatura,docente,mayte.tamez@yahoo.com,943-177-618,91569608138622,7127176828
486,Maricarmen,Robles,M,1984-04-20,licenciatura,docente,mariana.mascareñas@hotmail.com,925 447 523,96551642308904,2746996725
487,Silvia,Rascón,M,1982-01-08,licenciatura,docente,pilar.aponte@yahoo.com,932 253 537,85886371648001,4263387128
488,Gabriela,Miranda,M,1990-02-09,licenciatura,docente,emilia.jaimes@gmail.com,917.559.785,82823794966896,4247186733
489,Ernesto,Barragán,M,1990-11-14,licenciatura,docente,dolores.manzanares@hotmail.com,903 240 564,50045538235983,5599139027
490,Alberto,Barajas,M,1980-10-22,licenciatura,docente,jesús.rodríguez@yahoo.com,952 816 271,17911295928338,9655483687
491,Miguel Ángel,Menchaca,M,1981-06-28,licenciatura,docente,gustavo.mares@gmail.com,917-265-494,20650222355616,7991408822
492,Víctor,Ortega,M,1993-09-28,licenciatura,docente,gerardo.salcido@hotmail.com,936-455-193,21959094595233,3736557696
493,Rosalia,Gamboa,M,1990-02-06,licenciatura,docente,carlos.vásquez@yahoo.com,988944904,33935371282353,3112761880
494,Catalina,Villareal,F,1989-04-16,licenciatura,docente,carolina.montemayor@gmail.com,941.846.654,89679179236405,8247930225
495,Bernardo,Soliz,F,1996-07-23,licenciatura,docente,ernesto.guerrero@yahoo.com,901 496 805,12116483896165,6087215511
496,Andrea,Castañeda,F,1987-01-29,licenciatura,docente,juan carlos.negrete@hotmail.com,908.362.256,33925739129915,4613390839
497,Micaela,Herrera,F,1997-07-17,licenciatura,docente,josé emilio.osorio@gmail.com,931 853 782,61454933452880,5685539036
498,Julio César,Flores,F,1996-05-09,licenciatura,docente,mariano.mayorga@yahoo.com,992731147,31890167757832,2855498447
499,Pedro,Valdivia,F,1988-12-14,licenciatura,docente,alicia.arriaga@gmail.com,901-642-100,93529764440687,3218145437
500,Yolanda,Meléndez,F,1987-02-23,licenciatura,docente,mariana.salinas@gmail.com,968 301 430,28941831966805,3373257897
501,Elsa,Quintanilla,M,1980-08-28,licenciatura,docente,alfredo.alejandro@gmail.com,957.014.040,53352043035551,2844555135
502,Sancho,Roybal,M,1992-03-20,licenciatura,docente,guillermo.bustamante@gmail.com,998 599 452,51186114729234,6950147117
503,Marco Antonio,Ozuna,F,1984-08-17,licenciatura,docente,luz.montalvo@yahoo.com,937.191.289,58365407315602,9392587229
504,Marta,Robledo,M,1994-06-04,licenciatura,docente,benjamín.zelaya@gmail.com,935-219-545,92752288449851,3091302102
505,Clemente,Yáñez,F,1981-02-21,licenciatura,docente,marcela.cruz@hotmail.com,901.448.812,35946171254091,3646092998
506,Julio César,Zambrano,M,1987-02-25,licenciatura,docente,yolanda.orozco@gmail.com,989 747 438,13267256298889,8130515881
507,Ernesto,Reséndez,M,1990-05-19,licenciatura,docente,ramiro.valdés@gmail.com,985-945-079,81524882030192,5720401073
508,Graciela,Barrientos,M,1987-10-03,licenciatura,docente,isabel.arias@gmail.com,974-054-877,22106122800183,3910116429
509,Eva,Villarreal,M,1987-08-16,licenciatura,docente,gilberto.villegas@gmail.com,938.820.731,99677888251631,5399937199
510,Gustavo,Tamez,M,1993-01-31,licenciatura,docente,josefina.frías@hotmail.com,973 726 969,70290892116281,3230438936
511,Rebeca,Alcántar,F,1981-03-19,licenciatura,docente,dolores.arteaga@hotmail.com,918.910.187,41585343003083,2040270126
512,Ramiro,López,F,1994-06-08,licenciatura,docente,maría.sanches@gmail.com,956-737-827,72244869797265,9173608459
513,Graciela,Manzanares,F,1983-02-28,licenciatura,docente,joaquín.molina@hotmail.com,991555143,93276603801098,9976301444
514,María del Carmen,Ávila,F,1991-09-02,licenciatura,docente,olivia.villanueva@gmail.com,904233772,41433933344168,2930289612
515,María Teresa,Pacheco,M,1992-08-22,licenciatura,docente,germán.pagan@hotmail.com,902.799.495,80460521638682,5545011673
516,Dorotea,Meza,F,1998-05-08,licenciatura,docente,mariana.chavarría@gmail.com,986-435-677,95036451615189,2402007333
517,Raquel,Tovar,F,1980-06-22,licenciatura,docente,maría luisa.arenas@hotmail.com,935.082.813,96912746976814,5476076847
518,Diana,Quezada,F,1988-10-19,licenciatura,docente,catalina.delao@yahoo.com,922-158-216,19808882502008,1057377940
519,Caridad,Nazario,M,1984-10-21,licenciatura,docente,sara.delagarza@gmail.com,969111207,13171908755290,3512321942
520,Gonzalo,Mota,F,1986-08-21,licenciatura,docente,rosario.tamayo@yahoo.com,989284037,76318705573973,1184694504
521,Marco Antonio,Piña,M,1982-02-11,licenciatura,docente,pablo.saiz@gmail.com,951-415-638,42202420937594,7379910350
522,Alfonso,Batista,F,1981-04-05,licenciatura,docente,óscar.niño@yahoo.com,919734402,37701297496845,1296204548
523,Gloria,Ontiveros,M,1992-07-21,licenciatura,docente,graciela.carmona@hotmail.com,929 127 051,73490004678695,8801021921
524,Miguel,Arroyo,M,1998-12-14,licenciatura,docente,elvira.aguayo@hotmail.com,918.807.411,80748013084398,5624931390
525,Alfredo,Báez,M,1982-09-07,licenciatura,docente,lucas.caraballo@gmail.com,931 284 177,64647906974026,3065144454
526,Leonor,Alva,M,1997-04-29,licenciatura,docente,magdalena.gracia@hotmail.com,978 297 567,27627790695023,5515604214
527,Adán,Mercado,M,1990-03-01,licenciatura,docente,elena.vergara@hotmail.com,901.120.629,86551360103435,9089547585
528,Reina,Espino,M,1983-07-27,licenciatura,docente,jorge luis.saldaña@yahoo.com,931 400 008,89060382473999,8765382740
529,Gloria,Meraz,M,1984-10-10,licenciatura,docente,gonzalo.menéndez@gmail.com,932-116-110,85457703358765,8104725916
530,Claudio,Benítez,F,1995-01-18,licenciatura,docente,verónica.briones@hotmail.com,940-418-042,39742353394290,6501815633
531,Maricarmen,Muñiz,M,1998-11-02,licenciatura,docente,jorge luis.robledo@yahoo.com,921 012 997,18280299981078,1257010169
532,Javier,Valverde,F,1981-03-29,licenciatura,docente,maría cristina.duarte@yahoo.com,908 027 284,47405572326391,6497671290
533,Timoteo,Delacrúz,F,1991-12-02,licenciatura,docente,guadalupe.vergara@hotmail.com,907-778-588,19471931332119,7846776514
534,Esperanza,Quintana,F,1997-10-22,licenciatura,docente,clara.ferrer@yahoo.com,963.260.315,27762970318100,4461390601
535,Cecilia,Villalobos,M,1986-06-02,licenciatura,docente,gilberto.pineda@gmail.com,900.332.317,62442754217391,4764654337
536,Víctor,Saldaña,M,1986-05-28,licenciatura,docente,jesús.leyva@hotmail.com,994.535.159,30039424855614,4561354570
537,Elvira,Caraballo,F,1989-11-21,licenciatura,docente,reina.salinas@gmail.com,930-966-565,27361637640153,7600715439
538,Homero,Ibarra,F,1982-05-22,licenciatura,docente,sonia.rangel@hotmail.com,970.233.701,66608104924967,7758937959
539,Fernando,Enríquez,F,1988-12-15,licenciatura,docente,cristian.curiel@hotmail.com,901.837.738,37248515828650,9477564725
540,Bernardo,Oquendo,M,1991-03-20,licenciatura,docente,ana luisa.ybarra@yahoo.com,971-114-141,95831484889239,2975896333
541,Lucas,Anguiano,F,1984-07-01,licenciatura,docente,benjamín.cervántez@yahoo.com,933.284.584,96671076854478,9311819506
542,Armando,Cuellar,F,1990-01-16,licenciatura,docente,isabela.esquibel@hotmail.com,985.955.074,60516106131248,4432056715
543,Clemente,Casanova,F,1990-05-13,licenciatura,docente,timoteo.ávalos@yahoo.com,954 100 437,79698786580891,5436878028
544,Maricarmen,Cruz,M,1992-07-02,licenciatura,docente,alicia.barraza@yahoo.com,932 980 360,53487903386068,4888525147
545,Gilberto,Segovia,F,1990-06-25,licenciatura,docente,luisa.herrera@yahoo.com,990.962.391,95189776930775,2436102408
546,Jacobo,Arteaga,M,1981-04-28,licenciatura,docente,alberto.sepúlveda@gmail.com,942-129-027,57874260083598,3512088879
547,Concepción,Olvera,F,1987-05-23,licenciatura,docente,jorge luis.mejía@yahoo.com,987 876 753,95341452293737,1263629579
548,Pablo,Becerra,F,1993-10-16,licenciatura,docente,alfredo.arreola@gmail.com,915-191-115,73395412820010,1593074689
549,Silvia,Preciado,M,1988-12-12,licenciatura,docente,octavio.guevara@yahoo.com,999 320 840,96790011052169,6113736620
550,Carla,Muñoz,M,1995-07-30,licenciatura,docente,pedro.alemán@hotmail.com,927571330,70175273563103,9398401198
551,Joaquín,Zarate,F,1987-06-20,licenciatura,docente,gabriel.quiñones@gmail.com,930.477.105,31844776432422,8935527994
552,Alejandro,Tovar,M,1989-11-22,licenciatura,docente,inés.madrigal@hotmail.com,928-282-523,13908951833015,8466979112
553,Guadalupe,Casillas,M,1996-03-07,licenciatura,docente,claudia.alaniz@hotmail.com,982.083.258,95692149980068,5065775215
554,Federico,Reyes,F,1984-08-20,licenciatura,docente,josé eduardo.rosas@hotmail.com,954 618 988,82585404572063,3686768197
555,Elisa,Figueroa,M,1989-07-22,licenciatura,docente,elsa.serrano@gmail.com,992-933-377,49270711424798,2912241112
556,Ana,Gallegos,F,1988-09-29,licenciatura,docente,eloisa.nevárez@gmail.com,938742248,42357280767554,2883511475
557,Marco Antonio,Pineda,M,1988-09-17,licenciatura,docente,clemente.roque@yahoo.com,966-872-677,80457771281864,8798052744
558,Blanca,Padilla,M,1983-05-13,licenciatura,docente,ester.guerrero@gmail.com,962.537.950,43224808500243,2023556249
559,Ramón,Villareal,F,1998-01-28,licenciatura,docente,jerónimo.orosco@yahoo.com,944.091.757,25808667056687,7750386955
560,Juan Carlos,Sánchez,M,1994-09-14,licenciatura,docente,armando.casárez@hotmail.com,972-204-081,57155524300354,7433464040
561,Catalina,Luevano,M,1996-05-05,licenciatura,docente,ramona.jurado@gmail.com,955.558.868,18715841757796,7671048685
562,Jesús,Armendáriz,M,1989-04-09,licenciatura,docente,guillermo.espinoza@hotmail.com,919707318,64578425240422,3600117369
563,Ramona,Girón,F,1995-06-22,licenciatura,docente,virginia.lovato@yahoo.com,962-433-302,92472641376600,3221757787
564,José Eduardo,Ceballos,F,1986-08-11,licenciatura,docente,felipe.ibarra@yahoo.com,958.397.309,51420099312417,8551227476
565,Antonia,Vázquez,M,1985-06-02,licenciatura,docente,rafael.prado@yahoo.com,948517519,10567053002991,1280225187
566,Armando,Gil,M,1983-11-13,licenciatura,docente,soledad.guerra@yahoo.com,965-037-286,46853527107345,6401648100
567,Leonor,Pulido,M,1983-04-14,licenciatura,docente,isabela.zúñiga@hotmail.com,970-301-531,33998118306196,2343677343
568,Débora,Olivárez,M,1990-05-21,licenciatura,docente,barbara.valladares@yahoo.com,987358452,20038504459458,5179286760
569,Salvador,Padrón,F,1987-08-12,licenciatura,docente,marco antonio.solano@gmail.com,958248789,78027159620186,5322798162
570,José,Zavala,F,1983-03-05,licenciatura,docente,martín.madrigal@gmail.com,991-326-573,75936694449024,8936014926
571,Carmen,Aponte,M,1987-05-30,licenciatura,docente,horacio.cabrera@gmail.com,927.873.148,84177843735785,8668442424
572,Lourdes,Olmos,F,1990-07-22,licenciatura,docente,ramón.escobedo@yahoo.com,902.944.997,71748996577344,3910272104
573,Verónica,Corral,M,1995-03-08,licenciatura,docente,juan carlos.roque@hotmail.com,934958503,84965893040837,6630625309
574,Rodrigo,Cardenas,F,1982-04-09,licenciatura,docente,agustín.leal@gmail.com,962063571,39186949348083,8321794079
575,Verónica,Escamilla,F,1998-11-11,licenciatura,docente,césar.montaño@yahoo.com,984.211.931,85558808309180,7146954621
576,Marisol,Ramón,M,1983-03-24,licenciatura,docente,ernesto.angulo@gmail.com,940-252-027,50996326566905,6889633286
577,Soledad,Luna,M,1989-12-30,licenciatura,docente,martín.molina@yahoo.com,932 581 390,94816227568498,6055166640
578,Eva,Arroyo,M,1997-12-18,licenciatura,docente,marco antonio.vela@hotmail.com,957-359-273,89136343643554,2011238269
579,Lilia,Castro,F,1986-10-03,licenciatura,docente,ester.tovar@gmail.com,956102611,94356579341416,3782995318
580,Rosalia,Arredondo,M,1985-08-12,licenciatura,docente,yolanda.martínez@hotmail.com,916-551-607,27361851978956,3952559434
581,Elena,Juárez,F,1991-07-19,licenciatura,docente,josé emilio.barrera@hotmail.com,915-710-324,43221146755319,9626364571
582,Luis Miguel,Niño,F,1996-09-15,licenciatura,docente,verónica.bermúdez@gmail.com,964295248,21318227055908,2549706828
583,Juana,Tejeda,F,1994-02-25,licenciatura,docente,marilu.rivas@yahoo.com,912.313.031,70212775205646,4309193677
584,Ester,Cabrera,M,1997-10-20,licenciatura,docente,ramón.batista@yahoo.com,925392296,39250563661983,2747306549
585,Gonzalo,Prieto,M,1998-09-01,licenciatura,docente,elena.jaime@yahoo.com,972.743.444,59396018491831,1678082782
586,Luisa,Velásquez,M,1989-04-13,licenciatura,docente,caridad.baca@hotmail.com,928-458-409,14116895475474,1382417779
587,Mercedes,Serna,M,1986-11-21,licenciatura,docente,federico.galarza@gmail.com,931-161-833,55168606782383,3584976641
588,Mariano,Cantú,M,1995-01-14,licenciatura,docente,tomás.laboy@hotmail.com,911 791 599,56605735043619,6699771046
589,Raquel,Jaime,F,1981-05-01,licenciatura,docente,roberto.rojas@yahoo.com,908-789-689,56582725161107,1695155397
590,Federico,Enríquez,M,1994-08-20,licenciatura,docente,ignacio.madrigal@hotmail.com,950719715,30210094928615,9596195168
591,Virginia,Peña,M,1981-11-28,licenciatura,docente,emilia.velásquez@yahoo.com,949.439.369,28863779394680,9131834333
592,Maricarmen,Lucio,F,1992-11-15,licenciatura,docente,nicolás.terán@gmail.com,940-955-038,99820913424860,5913003261
593,Ángela,Zúñiga,M,1998-11-13,licenciatura,docente,mateo.orosco@yahoo.com,978-894-314,41768370661341,4698476534
594,Salvador,Zayas,M,1985-05-28,licenciatura,docente,jacobo.oquendo@hotmail.com,918 904 683,99019265599275,1697894863
595,Lorena,Esquivel,F,1983-01-05,licenciatura,docente,maría josé.mata@hotmail.com,982 031 938,25636255606365,4815319081
596,Pilar,Luevano,F,1992-03-10,licenciatura,docente,amalia.gaytán@yahoo.com,992-121-363,49755559667804,2945090558
597,Francisca,Mejía,M,1986-01-26,licenciatura,docente,antonia.benítez@gmail.com,924 855 406,62564453312654,9839040201
598,Vicente,Barragán,M,1984-08-21,licenciatura,docente,eduardo.ceballos@gmail.com,977 970 358,33826962250193,1451367111
599,Barbara,Echevarría,M,1999-04-17,licenciatura,docente,carolina.lozano@yahoo.com,967603206,82882063555049,5200543648
600,Gustavo,Quintanilla,F,1991-09-25,licenciatura,docente,sancho.solorzano@yahoo.com,917-202-164,91652211412431,6114745336
601,Emilio,Nava,F,1982-12-02,licenciatura,docente,arturo.lucero@gmail.com,977-670-026,98334406390200,7708079320
602,Claudia,Beltrán,F,1985-06-13,licenciatura,docente,cristina.rosales@hotmail.com,940096186,39938427183069,5293657829
603,Jacobo,Cortés,F,1990-12-17,licenciatura,docente,julio.villaseñor@yahoo.com,938 778 805,72224976889428,1519872801
604,Ricardo,Herrera,F,1993-06-04,licenciatura,docente,maría luisa.barreto@gmail.com,905 455 317,33255878253244,3026495270
605,Felipe,Cadena,F,1981-06-29,licenciatura,docente,gabriel.martínez@hotmail.com,984085511,26205354959934,1520341463
606,Cecilia,Arteaga,F,1987-03-21,licenciatura,docente,carolina.casares@gmail.com,999-925-883,60254143823946,1722671837
607,Ana Luisa,Rodarte,M,1998-09-12,licenciatura,docente,víctor.riojas@hotmail.com,900.822.670,86997868926679,9724146730
608,Sergio,Quiñones,F,1996-10-01,licenciatura,docente,adán.romero@hotmail.com,953 257 008,95132436788746,1532793686
609,Raúl,Camacho,F,1980-03-18,licenciatura,docente,marco antonio.delarosa@yahoo.com,919 000 841,89760244741827,4568066213
610,Roberto,Carvajal,F,1988-03-25,licenciatura,docente,esteban.rivera@gmail.com,993-107-459,72018952472107,3905028158
611,Hernán,Feliciano,M,1994-01-27,licenciatura,docente,dolores.solorio@hotmail.com,984287001,66635793705532,4595044482
612,Ana Luisa,Salinas,F,1981-12-03,licenciatura,docente,andrea.almanza@gmail.com,915753989,91382295329858,5144219848
613,Lourdes,Sanabria,M,1992-09-16,licenciatura,docente,daniel.lozada@gmail.com,911-899-125,59966101913056,3759206563
614,Horacio,Tórrez,F,1996-12-29,licenciatura,docente,gregorio.villa@gmail.com,916-081-138,53829594035728,6613844341
615,Raquel,Sáenz,M,1982-07-28,licenciatura,docente,ángela.santacruz@hotmail.com,952-075-373,13933737453754,8122437173
616,Manuel,Arenas,M,1993-03-15,licenciatura,docente,berta.valverde@hotmail.com,913221570,57749965937683,6785052761
617,Alberto,Castro,F,1987-09-27,licenciatura,docente,teresa.guerrero@yahoo.com,975.722.086,36473105030298,7896839492
618,Hernán,Marín,F,1979-10-14,licenciatura,docente,rebeca.cantú@hotmail.com,913 360 747,25642747333292,4252298005
619,Federico,Ceballos,M,1993-06-03,licenciatura,docente,sancho.chávez@gmail.com,949.521.551,99123754689535,7695821766
620,María Elena,Perales,M,1994-09-06,licenciatura,docente,barbara.herrera@yahoo.com,937.869.448,26003439252508,4225330913
621,José Eduardo,Araña,M,1998-10-26,licenciatura,docente,maría del carmen.tejeda@gmail.com,942-232-678,20549523575059,4860531174
622,Reina,Arce,M,1999-01-17,licenciatura,docente,joaquín.badillo@hotmail.com,925.994.491,24460879068341,5487366742
623,Jerónimo,Acosta,F,1997-11-05,licenciatura,docente,gloria.arroyo@yahoo.com,968 722 054,85950821602702,9154577055
624,Guadalupe,Jáquez,M,1988-10-29,licenciatura,docente,benito.casárez@gmail.com,921-380-954,92538509014501,6029202905
